   100117	2015-01-19 16:46:44	1	0	0	0
   100117	2015-01-19 17:00:17	1	0	0	0
   131071	2015-01-19 17:20:26	1	0	0	0
   112041	2015-01-19 17:38:49	1	4	0	0
   114084	2015-01-19 18:42:28	1	4	0	0
   115087	2015-01-19 19:07:52	1	4	0	0
   112041	2015-01-19 19:59:06	1	5	0	0
   112041	2015-01-19 19:59:14	1	4	0	0
   112041	2015-01-19 20:36:10	1	5	0	0
   114084	2015-01-19 21:09:27	1	5	0	0
   115087	2015-01-19 21:40:40	1	5	0	0
      395	2015-01-20 08:19:58	1	0	0	0
   199001	2015-01-20 08:21:43	1	0	0	0
   199001	2015-01-20 08:21:51	1	4	0	0
   104004	2015-01-20 08:25:36	1	4	0	0
   113012	2015-01-20 08:26:58	1	0	0	0
   115086	2015-01-20 08:34:59	1	4	0	0
   109010	2015-01-20 08:36:45	1	4	0	0
      120	2015-01-20 08:48:38	1	0	0	0
      108	2015-01-20 08:49:39	1	0	0	0
      238	2015-01-20 08:50:47	1	0	0	0
      274	2015-01-20 08:52:03	1	0	0	0
      114	2015-01-20 08:53:12	1	0	0	0
      205	2015-01-20 08:54:16	1	0	0	0
      257	2015-01-20 08:55:34	1	0	0	0
      341	2015-01-20 08:56:44	1	0	0	0
      351	2015-01-20 08:57:41	1	0	0	0
      511	2015-01-20 08:58:39	1	0	0	0
      567	2015-01-20 08:59:31	1	0	0	0
      489	2015-01-20 09:02:53	1	0	0	0
      503	2015-01-20 09:03:48	1	0	0	0
      273	2015-01-20 09:04:51	1	0	0	0
      447	2015-01-20 09:06:07	1	0	0	0
      397	2015-01-20 09:07:11	1	0	0	0
      518	2015-01-20 09:08:12	1	0	0	0
      430	2015-01-20 09:09:21	1	0	0	0
      295	2015-01-20 09:10:25	1	0	0	0
      147	2015-01-20 09:11:13	1	0	0	0
      601	2015-01-20 09:12:26	1	0	0	0
      585	2015-01-20 09:13:46	1	0	0	0
      429	2015-01-20 09:15:08	1	0	0	0
      429	2015-01-20 09:15:14	1	0	0	0
      315	2015-01-20 09:16:52	1	0	0	0
      263	2015-01-20 09:18:15	1	0	0	0
      202	2015-01-20 09:27:15	1	0	0	0
      511	2015-01-20 09:57:14	1	1	0	0
      567	2015-01-20 09:57:24	1	1	0	0
      503	2015-01-20 09:57:32	1	0	0	0
      489	2015-01-20 09:57:40	1	1	0	0
      567	2015-01-20 09:58:03	1	0	0	0
      518	2015-01-20 10:00:24	1	1	0	0
      518	2015-01-20 10:00:32	1	0	0	0
      586	2015-01-20 10:02:31	1	0	0	0
      586	2015-01-20 10:02:36	1	1	0	0
      599	2015-01-20 10:03:54	1	0	0	0
      599	2015-01-20 10:04:01	1	1	0	0
      601	2015-01-20 10:04:09	1	1	0	0
      355	2015-01-20 10:06:41	1	0	0	0
   104004	2015-01-20 10:06:50	1	5	0	0
      221	2015-01-20 10:08:13	1	0	0	0
      397	2015-01-20 10:08:28	1	1	0	0
      351	2015-01-20 10:08:36	1	1	0	0
      257	2015-01-20 10:08:43	1	1	0	0
      257	2015-01-20 10:08:50	1	0	0	0
      108	2015-01-20 10:08:56	1	1	0	0
      108	2015-01-20 10:09:00	1	0	0	0
      341	2015-01-20 10:09:08	1	1	0	0
      238	2015-01-20 10:09:14	1	1	0	0
      205	2015-01-20 10:09:22	1	1	0	0
      274	2015-01-20 10:09:29	1	1	0	0
      274	2015-01-20 10:09:40	1	0	0	0
      120	2015-01-20 10:09:50	1	1	0	0
      120	2015-01-20 10:09:58	1	0	0	0
      450	2015-01-20 10:11:20	1	0	0	0
      351	2015-01-20 10:11:28	1	0	0	0
      302	2015-01-20 10:12:27	1	0	0	0
      302	2015-01-20 10:12:34	1	1	0	0
      302	2015-01-20 10:12:41	1	0	0	0
      114	2015-01-20 10:12:47	1	1	0	0
      312	2015-01-20 10:13:59	1	0	0	0
      312	2015-01-20 10:14:06	1	1	0	0
      312	2015-01-20 10:14:11	1	0	0	0
      139	2015-01-20 10:15:26	1	0	0	0
      139	2015-01-20 10:15:39	1	1	0	0
   104004	2015-01-20 10:15:49	1	4	0	0
      429	2015-01-20 10:16:03	1	1	0	0
      429	2015-01-20 10:16:11	1	0	0	0
      205	2015-01-20 10:16:19	1	0	0	0
      507	2015-01-20 10:19:14	1	0	0	0
      430	2015-01-20 10:22:17	1	1	0	0
      447	2015-01-20 10:22:29	1	1	0	0
      447	2015-01-20 10:22:38	1	0	0	0
      295	2015-01-20 10:22:46	1	1	0	0
      295	2015-01-20 10:22:55	1	0	0	0
      263	2015-01-20 10:23:20	1	1	0	0
      263	2015-01-20 10:23:28	1	0	0	0
      147	2015-01-20 10:23:38	1	0	0	0
      147	2015-01-20 10:23:44	1	0	0	0
      238	2015-01-20 10:29:40	1	0	0	0
      190	2015-01-20 10:38:45	1	0	0	0
      190	2015-01-20 10:38:54	1	1	0	0
      312	2015-01-20 10:49:31	1	0	0	0
   115086	2015-01-20 10:58:16	1	5	0	0
      263	2015-01-20 11:42:04	1	1	0	0
      429	2015-01-20 11:42:12	1	1	0	0
      147	2015-01-20 11:42:18	1	1	0	0
      273	2015-01-20 11:42:26	1	1	0	0
   104004	2015-01-20 11:42:36	1	0	0	0
      196	2015-01-20 11:44:34	1	0	0	0
      196	2015-01-20 11:44:38	1	1	0	0
      108	2015-01-20 12:36:47	1	1	0	0
      257	2015-01-20 12:36:54	1	1	0	0
      567	2015-01-20 12:37:34	1	1	0	0
      295	2015-01-20 12:38:02	1	1	0	0
      120	2015-01-20 12:38:08	1	1	0	0
      221	2015-01-20 12:38:13	1	1	0	0
      202	2015-01-20 12:38:18	1	1	0	0
      355	2015-01-20 12:38:26	1	1	0	0
      450	2015-01-20 12:39:50	1	1	0	0
      518	2015-01-20 12:39:59	1	1	0	0
      238	2015-01-20 12:40:07	1	1	0	0
   109010	2015-01-20 12:48:51	1	5	0	0
      395	2015-01-20 13:00:29	1	1	0	0
      274	2015-01-20 13:04:32	1	1	0	0
      447	2015-01-20 13:04:40	1	1	0	0
      507	2015-01-20 13:32:40	1	0	0	0
      586	2015-01-20 14:31:26	1	0	0	0
      568	2015-01-20 14:32:57	1	0	0	0
      568	2015-01-20 14:37:17	1	0	0	0
      100	2015-01-20 14:37:22	1	0	0	0
      100	2015-01-20 14:39:42	1	0	0	0
   130967	2015-01-20 14:40:37	1	0	0	0
   115086	2015-01-20 17:55:39	1	0	0	0
      359	2015-01-20 17:59:50	1	0	0	0
      193	2015-01-20 18:02:49	1	0	0	0
   113012	2015-01-20 18:29:30	1	4	0	0
   104004	2015-01-20 18:33:33	1	4	0	0
      682	2015-01-20 18:40:00	1	0	0	0
      317	2015-01-20 18:42:24	1	0	0	0
      590	2015-01-20 18:44:08	1	0	0	0
      590	2015-01-20 18:44:12	1	0	0	0
      590	2015-01-20 18:44:42	1	0	0	0
      425	2015-01-20 18:46:08	1	0	0	0
      425	2015-01-20 18:46:12	1	0	0	0
      425	2015-01-20 18:46:21	1	0	0	0
      442	2015-01-20 18:48:16	1	0	0	0
      442	2015-01-20 18:48:32	1	0	0	0
